path,classNo
/media/ssd-ext4/neg-chunk/L1903042920.046.A_8.jpg,0
/media/ssd-ext4/neg-chunk/L1903083406.078.A_112.jpg,0
/media/ssd-ext4/neg-chunk/L1903113536.040.A_16.jpg,0
/media/ssd-ext4/neg-chunk/L1903123563.277.A_358.jpg,0
/media/ssd-ext4/neg-chunk/L1903123702.038.A_179.jpg,0
/media/ssd-ext4/neg-chunk/L1903123684.045.A_192.jpg,0
/media/ssd-ext4/neg-chunk/L1903053137.058.A_0.jpg,0
/media/ssd-ext4/neg-chunk/L1903083410.086.A_367.jpg,0
/media/ssd-ext4/neg-chunk/L1903053079.038.A_3.jpg,0
/media/ssd-ext4/neg-chunk/L1903053139.115.A_71.jpg,0
/media/ssd-ext4/neg-chunk/L1903133750.067.A_166.jpg,0
/media/ssd-ext4/neg-chunk/L1903113562.099.A_0.jpg,0
/media/ssd-ext4/neg-chunk/L1903042920.058.A_233.jpg,0
/media/ssd-ext4/neg-chunk/L1903123650.023.A_81.jpg,0
/media/ssd-ext4/neg-chunk/L1903053044.040.A_114.jpg,0
/media/ssd-ext4/neg-chunk/L1903123677.027.A_171.jpg,0
/media/ssd-ext4/neg-chunk/L1903073389.059.A_46.jpg,0
/media/ssd-ext4/neg-chunk/L1903083408.040.A_118.jpg,0
/media/ssd-ext4/neg-chunk/L1903053031.106.A_100.jpg,0
/media/ssd-ext4/neg-chunk/L1903053155.106.A_253.jpg,0
/media/ssd-ext4/neg-chunk/L1903053046.013.A_407.jpg,0
/media/ssd-ext4/neg-chunk/L1903063215.024.A_148.jpg,0
/media/ssd-ext4/neg-chunk/L1903053134.095.A_203.jpg,0
/media/ssd-ext4/neg-chunk/L1903053087.036.A_83.jpg,0
/media/ssd-ext4/neg-chunk/L1903083409.020.A_1.jpg,0
/media/ssd-ext4/neg-chunk/L1903053130.025.A_215.jpg,0
/media/ssd-ext4/neg-chunk/L1903123579.075.A_13.jpg,0
/media/ssd-ext4/neg-chunk/L1903133738.076.A_68.jpg,0
/media/ssd-ext4/neg-chunk/L1903123638.033.A_44.jpg,0
/media/ssd-ext4/neg-chunk/L1903123675.130.A_5.jpg,0
/media/ssd-ext4/neg-chunk/L1903053170.105.A_236.jpg,0
/media/ssd-ext4/neg-chunk/L1903053170.114.A_104.jpg,0
/media/ssd-ext4/neg-chunk/L1903053158.148.A_603.jpg,0
/media/ssd-ext4/neg-chunk/L1903083407.066.A_108.jpg,0
/media/ssd-ext4/neg-chunk/L1903123667.132.A_15.jpg,0
/media/ssd-ext4/neg-chunk/L1903123694.005.A_9.jpg,0
/media/ssd-ext4/neg-chunk/L1903042932.050.A_329.jpg,0
/media/ssd-ext4/neg-chunk/L1903133743.041.A_297.jpg,0
/media/ssd-ext4/neg-chunk/L1903042940.058.A_119.jpg,0
/media/ssd-ext4/neg-chunk/L1903123695.121.A_619.jpg,0
/media/ssd-ext4/neg-chunk/L1903093478.038.A_96.jpg,0
/media/ssd-ext4/neg-chunk/L1903042927.011.A_188.jpg,0
/media/ssd-ext4/neg-chunk/L1903133730.068.A_44.jpg,0
/media/ssd-ext4/neg-chunk/L1903123563.271.A_528.jpg,0
/media/ssd-ext4/neg-chunk/L1903123642.074.A_310.jpg,0
/media/ssd-ext4/neg-chunk/L1903063186.027.A_78.jpg,0
/media/ssd-ext4/neg-chunk/L1903053085.030.A_499.jpg,0
/media/ssd-ext4/neg-chunk/L1903123615.057.A_154.jpg,0
/media/ssd-ext4/neg-chunk/L1903053005.066.A_25.jpg,0
/media/ssd-ext4/neg-chunk/L1903053055.019.A_27.jpg,0
/media/ssd-ext4/neg-chunk/L1903083409.056.A_21.jpg,0
/media/ssd-ext4/neg-chunk/L1903073261.039.A_340.jpg,0
/media/ssd-ext4/neg-chunk/L1903073354.030.A_976.jpg,0
/media/ssd-ext4/neg-chunk/L1903053022.061.A_314.jpg,0
/media/ssd-ext4/neg-chunk/L1903073297.007.A_94.jpg,0
/media/ssd-ext4/neg-chunk/L1903053155.101.A_164.jpg,0
/media/ssd-ext4/neg-chunk/L1903083406.093.A_44.jpg,0
/media/ssd-ext4/neg-chunk/L1903012858.159.A_954.jpg,0
/media/ssd-ext4/neg-chunk/L1903042941.074.A_177.jpg,0
/media/ssd-ext4/neg-chunk/L1903123714.058.A_95.jpg,0
/media/ssd-ext4/neg-chunk/L1903042951.062.A_24.jpg,0
/media/ssd-ext4/neg-chunk/L1903073276.099.A_401.jpg,0
/media/ssd-ext4/neg-chunk/L1903083423.071.A_146.jpg,0
/media/ssd-ext4/neg-chunk/L1903073318.035.A_655.jpg,0
/media/ssd-ext4/neg-chunk/L1903123602.035.A_13.jpg,0
/media/ssd-ext4/neg-chunk/L1903133748.070.A_163.jpg,0
/media/ssd-ext4/neg-chunk/L1903123585.025.A_268.jpg,0
/media/ssd-ext4/neg-chunk/L1903123698.022.A_55.jpg,0
/media/ssd-ext4/neg-chunk/L1903042936.079.A_58.jpg,0
/media/ssd-ext4/neg-chunk/L1903053005.061.A_284.jpg,0
/media/ssd-ext4/neg-chunk/L1903073359.099.A_226.jpg,0
/media/ssd-ext4/neg-chunk/L1903123712.023.A_9.jpg,0
/media/ssd-ext4/neg-chunk/L1903053094.072.A_2.jpg,0
/media/ssd-ext4/neg-chunk/L1903093490.071.A_38.jpg,0
/media/ssd-ext4/neg-chunk/L1903123629.036.A_337.jpg,0
/media/ssd-ext4/neg-chunk/L1903123571.006.A_18.jpg,0
/media/ssd-ext4/neg-chunk/L1903083429.013.A_29.jpg,0
/media/ssd-ext4/neg-chunk/L1903133723.016.A_3.jpg,0
/media/ssd-ext4/neg-chunk/L1903073374.067.A_247.jpg,0
/media/ssd-ext4/neg-chunk/L1903042985.059.A_19.jpg,0
/media/ssd-ext4/neg-chunk/L1903113551.116.A_127.jpg,0
/media/ssd-ext4/neg-chunk/L1903073365.039.A_49.jpg,0
/media/ssd-ext4/neg-chunk/L1903042873.034.A_732.jpg,0
/media/ssd-ext4/neg-chunk/L1903083425.048.A_162.jpg,0
/media/ssd-ext4/neg-chunk/L1903042943.067.A_183.jpg,0
/media/ssd-ext4/neg-chunk/L1903012844.063.A_1.jpg,0
/media/ssd-ext4/neg-chunk/L1903123719.003.A_30.jpg,0
/media/ssd-ext4/neg-chunk/L1903073378.050.A_24.jpg,0
/media/ssd-ext4/neg-chunk/L1903053170.116.A_1956.jpg,0
/media/ssd-ext4/neg-chunk/L1903093493.078.A_204.jpg,0
/media/ssd-ext4/neg-chunk/L1903053017.100.A_278.jpg,0
/media/ssd-ext4/neg-chunk/L1903083423.032.A_164.jpg,0
/media/ssd-ext4/neg-chunk/L1903123635.035.A_315.jpg,0
/media/ssd-ext4/neg-chunk/L1903042869.035.A_246.jpg,0
/media/ssd-ext4/neg-chunk/L1903123717.055.A_38.jpg,0
/media/ssd-ext4/neg-chunk/L1903053041.084.A_686.jpg,0
/media/ssd-ext4/neg-chunk/L1903073375.040.A_123.jpg,0
/media/ssd-ext4/neg-chunk/L1903042934.078.A_265.jpg,0
/media/ssd-ext4/neg-chunk/L1903063195.009.A_108.jpg,0
/media/ssd-ext4/neg-chunk/L1903123565.003.A_552.jpg,0
/media/ssd-ext4/neg-chunk/L1903123616.062.A_173.jpg,0
/media/ssd-ext4/neg-chunk/L1903063195.035.A_14.jpg,0
/media/ssd-ext4/neg-chunk/L1903093448.150.A_87.jpg,0
/media/ssd-ext4/neg-chunk/L1903123714.024.A_723.jpg,0
/media/ssd-ext4/neg-chunk/L1903012866.116.A_613.jpg,0
/media/ssd-ext4/neg-chunk/L1903113551.146.A_32.jpg,0
/media/ssd-ext4/neg-chunk/L1903123668.031.A_82.jpg,0
/media/ssd-ext4/neg-chunk/L1903073348.003.A_23.jpg,0
/media/ssd-ext4/neg-chunk/L1903042947.043.A_1084.jpg,0
/media/ssd-ext4/neg-chunk/L1903063207.044.A_156.jpg,0
/media/ssd-ext4/neg-chunk/L1903053170.097.A_6.jpg,0
/media/ssd-ext4/neg-chunk/L1903042955.055.A_101.jpg,0
/media/ssd-ext4/neg-chunk/L1903123613.033.A_344.jpg,0
/media/ssd-ext4/neg-chunk/L1903042950.059.A_56.jpg,0
/media/ssd-ext4/neg-chunk/L1903113522.080.A_32.jpg,0
/media/ssd-ext4/neg-chunk/L1903053167.122.A_171.jpg,0
/media/ssd-ext4/neg-chunk/L1903042911.065.A_277.jpg,0
/media/ssd-ext4/neg-chunk/L1903073374.074.A_252.jpg,0
/media/ssd-ext4/neg-chunk/L1903042873.105.A_1408.jpg,0
/media/ssd-ext4/neg-chunk/L1903042909.042.A_376.jpg,0
/media/ssd-ext4/neg-chunk/L1903042870.126.A_426.jpg,0
/media/ssd-ext4/neg-chunk/L1903123687.066.A_47.jpg,0
/media/ssd-ext4/neg-chunk/L1903093467.004.A_0.jpg,0
/media/ssd-ext4/neg-chunk/L1903042964.024.A_672.jpg,0
/media/ssd-ext4/neg-chunk/L1903133729.076.A_250.jpg,0
/media/ssd-ext4/neg-chunk/L1903093497.054.A_526.jpg,0
/media/ssd-ext4/neg-chunk/L1903042969.042.A_339.jpg,0
/media/ssd-ext4/neg-chunk/L1903123717.065.A_386.jpg,0
/media/ssd-ext4/neg-chunk/L1903123567.001.A_485.jpg,0
/media/ssd-ext4/neg-chunk/L1903093473.044.A_44.jpg,0
/media/ssd-ext4/neg-chunk/L1903042975.061.A_303.jpg,0
/media/ssd-ext4/neg-chunk/L1903042931.046.A_11.jpg,0
/media/ssd-ext4/neg-chunk/L1903053001.046.A_161.jpg,0
/media/ssd-ext4/neg-chunk/L1903053154.167.A_31.jpg,0
/media/ssd-ext4/neg-chunk/L1903123636.020.A_390.jpg,0
/media/ssd-ext4/neg-chunk/L1903123658.105.A_107.jpg,0
/media/ssd-ext4/neg-chunk/L1903053077.018.A_215.jpg,0
/media/ssd-ext4/neg-chunk/L1903073377.032.A_34.jpg,0
